message_id,conversation_id,coarse_cluster,sampling_stratum,message_text,gold_intent,gold_source,A_intent,B_intent
2968265::cust0::2968265,2968265,7,central,[MENTION] how do you just charge $50 for a carry on? Also what’s with your employees attitude? Is the attitude covered in “service fee”? [MENTION] flying to visit my fathers grave before I head out to my wedding. Thank u [MENTION] robbing me #worstairline #CustomerExperience,staff_conduct_complaint,adjudicated-A,staff_conduct_complaint,flight_status_inquiry
1688858::cust0::1688858,1688858,9,tail_upgrade,Oh [MENTION] - was in 10A - yall called to upgrade me to 1st. Gave my 💺 away only to say there were no upgrades. Now in 31B. Done w/ yall,seat_upgrade_request,topup-single-qwen,seat_upgrade_request,
477295::cust0::477295,477295,0,tail_upgrade,Is there any chance of a free upgrade to 1st for the last leg of my trip home for my birthday? ORD&gt;IND AA3472 [MENTION],seat_upgrade_request,topup-single-qwen,seat_upgrade_request,
2772165::cust0::2772165,2772165,4,tail_damaged,[MENTION] thank you [URL],other_acknowledgement_thanks,topup-single-qwen,baggage_damaged,
2164794::cust3::2164801,2164794,3,central,[MENTION] [MENTION] 😬,change_fee_dispute,adjudicated-A,change_fee_dispute,flight_delay
2582089::cust0::2582089,2582089,3,tail_ood,"[MENTION] , [MENTION] , [MENTION] we will organize a boycott and trash your stock price if you engage in shipping ""trophy"" animals. Think about it [URL]",other_out_of_domain,topup-single-qwen,other_out_of_domain,
1739322::cust0::1739322,1739322,4,tail_damaged,"Taking off from [MENTION] with [MENTION] , next stop 🇲🇽 [URL]",positive_feedback_praise,topup-single-qwen,baggage_damaged,
1790262::cust0::1790262,1790262,1,boundary,Major fucking fail [MENTION] at #lax right now. No gate? And you have us out in a hot dark plane circling? How about a bus to bring us to the terminal? Instead of us waiting for the brokedown plane in our gate to get fixed. Wow 🤷🏽‍♂️,flight_delay,agree,flight_delay,flight_delay
407194::cust0::407194,407194,1,reject_queue,Never flying [MENTION] again. Most inconvenient airline out there.,general_dissatisfaction_venting,topup-single-qwen,flight_cancellation,
2572581::cust62::2572382,2572581,5,central,[MENTION] [MENTION] [MENTION] thank you! I will fly your airline!,other_non_actionable,adjudicated-B,positive_feedback_praise,other_non_actionable
1388241::cust2::1388239,1388241,5,central,[MENTION] [MENTION] [MENTION] [MENTION] is the best airline in the sky! Great customer service from real people who always seem to understand what it's like to be a passenger. Take the step up John M. #keepclimbing,positive_feedback_praise,adjudicated-A,other_non_actionable,seat_assignment_change
2592390::cust0::2592390,2592390,3,tail_ood,Absolutely. Come on [MENTION] [MENTION] [MENTION] say NO to this disgusting cash grab for elephantine body parts. What is the point of killing these beautiful large intelligent social mammals anyway? Barbaric and disgusting! [URL],general_dissatisfaction_venting,topup-single-qwen,other_out_of_domain,
561072::cust0::561072,561072,7,tail_upgrade,[MENTION] CVG have a ER4 to MIA there and back once a day. Can CVG at least get it upgraded to a CR7??,seat_upgrade_request,topup-single-qwen,seat_upgrade_request,
1015952::cust0::1015952,1015952,9,reject_queue,[MENTION] is very insensitive towards the big issue. Not only did they make me miss an important deadline upon arrival but I'm to blame!,missed_connection_rebooking,topup-single-qwen,general_dissatisfaction_venting,
2487507::cust1::2487506,2487507,0,central,"[MENTION] [MENTION] [MENTION] That would be amazing, Rachel. We're ready to welcome you and your passengers from [MENTION] , [MENTION] 😉✈️",flight_status_inquiry,adjudicated-B,positive_feedback_praise,flight_status_inquiry
144587::cust0::144587,144587,10,central,[MENTION] This is the first time flying with you. Extremely disappointed in my service today. I purposely packed light so that I wouldn't have to check a bag. I was forced to pay $50 to check a carry-on bag. I get on the plane and the majority of the overhead bins were empty.,change_fee_dispute,adjudicated-A,change_fee_dispute,flight_status_inquiry
2965978::cust0::2965978,2965978,0,reject_queue,Ok [MENTION] get me home! Waiting for equipment so I can go EWR-MIA,flight_delay,topup-single-qwen,other_non_actionable,
1690336::cust0::1690336,1690336,11,reject_queue,[MENTION] Rumor has the LAX flagship will open 11/17.. can u confirm or deny. Have a flight that night,flight_status_inquiry,topup-single-qwen,flight_delay,
2273750::cust1::2273749,2273750,0,central,[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] Have a great time at the conference! We look forward to seeing you when it's time to fly home.,other_non_actionable,agree,other_non_actionable,other_non_actionable
815029::cust1::815027,815029,4,non_actionable,[MENTION] this is a very big difference :'( [URL],flight_delay,agree,flight_delay,flight_delay
1996111::cust1::1996108,1996111,3,tail_upgrade,[MENTION] What are the upgrade options?,seat_upgrade_request,topup-single-qwen,seat_upgrade_request,
2707128::cust0::2707128,2707128,9,cross_cluster,So disappointed in [MENTION] 😡 thanks [MENTION] for not leaving me stranded in Houston.,general_dissatisfaction_venting,adjudicated-B,other_non_actionable,general_dissatisfaction_venting
243640::cust0::243640,243640,3,reject_queue,[MENTION] you need to send staff on the priority desk at terminal B on [MENTION],other_non_actionable,topup-single-qwen,other_non_actionable,
902363::cust0::902362,902363,8,reject_queue,[MENTION] Sent a DM! It was definitely not weather related :) looking forward to a solution! Thank you!,flight_delay,topup-single-qwen,other_non_actionable,
1077591::cust4::1077590,1077591,2,central,"[MENTION] After a 13.5hr delay, a cancellation while sleeping, fighting to get on to another flight, now waiting for bags that are no where in sight [URL]",flight_cancellation,adjudicated-A,flight_cancellation,flight_delay
2245215::cust0::2245215,2245215,4,tail_damaged,Off on another desert excursion via [MENTION] [URL],other_non_actionable,topup-single-qwen,baggage_damaged,
938388::cust0::938388,938388,9,tail_upgrade,[MENTION] does anyone at your company have an update on flt 415 BOI --&gt; PHX?,flight_delay,topup-single-qwen,seat_upgrade_request,
2562491::cust1::2562490,2562491,3,tail_ood,"[MENTION] Okay, thank you! [MENTION] You should make a public statement about that. People are calling for folks to protest anyone that delivers animal trophies.",other_non_actionable,topup-single-qwen,other_out_of_domain,
1544463::cust1::1544462,1544463,7,central,"[MENTION] [MENTION] Since youre not traveling as scheduled [MENTION] need to give you a $200 change fee+fare diff, just like they’d demand from you #onlyfair",change_fee_dispute,agree,change_fee_dispute,change_fee_dispute
2245013::cust1::2245012,2245013,9,central,"[MENTION] Here’s the thing: You don’t provide exceptional customer service, especially when the issue is your fault. ✈️ + 💁🏻 = 💔",general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
2756408::cust0::2756408,2756408,1,tail_ood,". [MENTION] [MENTION] [MENTION] [MENTION] Do not let anybody into this country with animal trophies on your airlines. It is cruel, cruel &amp; cruel. [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [URL]",other_out_of_domain,topup-single-qwen,other_out_of_domain,
2317308::cust0::2317308,2317308,0,tail_upgrade,"[MENTION] , well being platinum still only got me to 15 out of 30 on upgrade list. Major Hubs, smh challenge accepted for Platinum Pro",positive_feedback_praise,topup-single-qwen,seat_upgrade_request,
2572581::cust175::2572477,2572581,4,central,[MENTION] [MENTION] [URL],other_non_actionable,adjudicated-A,other_non_actionable,general_dissatisfaction_venting
2853187::cust0::2853187,2853187,7,tail_upgrade,"Frustrated w/the [MENTION] elite program. Platinum means nothing and the $ spend requirement over &amp; above EQMs punishes those of us who spend our own $ (vs. company $). Next year, I’m going back to [MENTION] #eliteststatus",general_dissatisfaction_venting,topup-single-qwen,seat_upgrade_request,
2653940::cust0::2653940,2653940,2,boundary,"[MENTION] terrible customer service, 12 hours delay it’s not a delay its cancellation, won’t be able to vote in Chile tomorrow 😡😡😡",flight_cancellation,adjudicated-A,flight_cancellation,flight_delay
905407::cust0::905407,905407,1,boundary,Is this some sort of twisted social experiment [MENTION] ? Second time being on aircraft for two hours.,flight_delay,agree,flight_delay,flight_delay
2582114::cust1::2582113,2582114,11,tail_ood,[MENTION] [MENTION] We will have to rely on [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] plus other carriers to continue their ban on allowing trophies onboard their aircraft.,positive_feedback_praise,topup-single-qwen,other_out_of_domain,
1289187::cust1::1289186,1289187,0,cross_cluster,[MENTION] No. DFW to MSP.,other_non_actionable,adjudicated-A,other_non_actionable,flight_status_inquiry
2589772::cust0::2589772,2589772,5,boundary,PHL to LAX flight without a charger or entertainment system... wow [MENTION] ...,other_non_actionable,adjudicated-A,other_non_actionable,flight_status_inquiry
1478500::cust0::1478500,1478500,9,boundary,Hey [MENTION] your [MENTION] terminal just keeps getting worse and worse. More limited food. More crowded. When is it over?,general_dissatisfaction_venting,adjudicated-B,service_failure_complaint,general_dissatisfaction_venting
337830::cust0::337830,337830,7,reject_queue,"[MENTION] paid over $1,000 for my wife’s round trip ticket, she immigrated to the US can we use it to bring her Mom for Christmas instead",flight_status_inquiry,topup-single-qwen,flight_status_inquiry,
2916767::cust0::2916767,2916767,1,central,[MENTION] is the biggest joke of an airline! Don’t fly them if you want to be treated respectfully. Rude disrespectful gate staff. Take the sticks out of yours asses and serve your customers since you work in “customer service” 🖕🏼,staff_conduct_complaint,agree,staff_conduct_complaint,staff_conduct_complaint
1174481::cust3::1174478,1174481,3,random,"[MENTION] [MENTION] Totally! On a side note, when are we having a chat?",other_non_actionable,agree,other_non_actionable,other_non_actionable
185728::cust1::185726,185728,0,random,[MENTION] Glad I scheduled that 1pm meeting.... [URL],flight_delay,agree,flight_delay,flight_delay
2763820::cust0::2763820,2763820,7,cross_cluster,[MENTION] flight 1905 lax to Charlotte... actually splurged for first class and no TVs or even plugs to charge devices to use WiFi to stream? Unreal. Xcountry flight...,general_dissatisfaction_venting,adjudicated-BOTH_WRONG,other_non_actionable,flight_status_inquiry
2555638::cust38::2555786,2555638,10,boundary,"[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] You now what, the transportation companies (FEDEX, DHL, any airline) should themselves refuse to transport certain items such as these. If they would hv dignity, they themselves would deny the transportation. We can start a campain with this idea....",other_out_of_domain,adjudicated-A,other_out_of_domain,general_dissatisfaction_venting
1536525::cust0::1536525,1536525,11,known_error,"[MENTION] If I'm in flight to CLT and going to miss my connection by 30 minutes, will I be automatically rebooked for a flight tomorrow?",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_status_inquiry
1644143::cust0::1644143,1644143,0,non_actionable,Hey [MENTION] . Can you update the wireless entertainment? It's been the same since this summer. Thanks #AmericanAirlines #AA,other_non_actionable,adjudicated-A,other_non_actionable,seat_assignment_change
1562722::cust1::1562717,1562722,11,central,"[MENTION] That would be very sweet, but the flight is long gone. They “rerouted” us (for the 3rd time today) to a flight that was already oversold. 😡😡",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
2058030::cust0::2058030,2058030,6,tail_ood,"This whole ""Group 9"" boarding deal feels like oppression 😂 I'd say racist but obviously it isn't race... lol [MENTION] #americanairlines",staff_conduct_complaint,topup-single-qwen,other_out_of_domain,
228036::cust0::228036,228036,0,non_actionable,". [MENTION] you need to step up your game for your deaf travelers, at least at ORD",staff_conduct_complaint,adjudicated-B,other_non_actionable,staff_conduct_complaint
1593035::cust2::1593029,1593035,4,tail_damaged,[MENTION] [MENTION] [URL] [MENTION] [MENTION] like it,staff_conduct_complaint,topup-single-qwen,baggage_damaged,
953440::cust0::953440,953440,1,tail_cancel,Why anyone would fly [MENTION] is beyond me. Worst customer service I have ever come across. Never again,general_dissatisfaction_venting,topup-single-qwen,flight_cancellation,
1126899::cust2::1126898,1126899,7,random,[MENTION] ...and to top it off... seems like I’ll miss my flight from LAX to DFW. Hopefully I won’t have to pay another $75 dollars... #Unbelievable,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
460387::cust1::460385,460387,1,reject_queue,[MENTION] just spoke to him and customer service at the airport told him he could not get on any flight (even thought there are some available) because he was recording the conversation when he was told he would not get a fragile sticker for his bag.,flight_cancellation,topup-single-qwen,forced_gate_check_complaint,
739890::cust1::739889,739890,4,tail_damaged,[MENTION] You know it! [URL],other_non_actionable,topup-single-qwen,baggage_damaged,
1290563::cust0::1290563,1290563,3,known_error,Que extraño. [MENTION] no puede contestar en inglés pero entendieron lo que le escribbi en español. No se burlen que eso es malo.,other_non_actionable,agree,other_non_actionable,other_non_actionable
2584594::cust0::2584594,2584594,6,cross_cluster,"How come [MENTION] can't figure out how to make travel comfortable or even just not painful. My leg is jammed up against this blockade in front of my seat, no USB charging port or AC port on an international flight, and its smells like clam chowder. Get your shit together.",service_failure_complaint,adjudicated-A,service_failure_complaint,general_dissatisfaction_venting
2509574::cust0::2509574,2509574,4,tail_damaged,[MENTION] #americanview [URL],positive_feedback_praise,topup-single-qwen,baggage_damaged,
477304::cust0::477303,477304,1,reject_queue,[MENTION] We'll never be flying with you again a nd will be complaining about your computer-says-no policy enforcement,service_failure_complaint,topup-single-qwen,service_failure_complaint,
2445400::cust0::2445400,2445400,4,tail_damaged,"Hi, [MENTION] , what should I read into this? [URL]",other_non_actionable,topup-single-qwen,baggage_damaged,
2645763::cust0::2645763,2645763,7,tail_upgrade,"IMO there is now a negligible, if not zero, probability of being able to use 500-mile upgrades on [MENTION] . In 2017, flying ~60k miles, I’ve not received a single 500 mi upgrade.",positive_feedback_praise,topup-single-qwen,seat_upgrade_request,
1745683::cust0::1745683,1745683,7,reject_queue,[MENTION] FLL&gt;DFW&gt;NRT&gt;HAN is $585. FLL&gt;DFW&gt;NRT is $709. Just trying to get to NRT! Can you help get me there for the 585?? Help me out!,flight_status_inquiry,topup-single-qwen,flight_status_inquiry,
2853164::cust4::2853170,2853164,8,boundary,"[MENTION] Thanks, not nearly as much as I am looking forward to being on board!!",other_non_actionable,agree,other_non_actionable,other_non_actionable
763777::cust2::763779,763777,5,reject_queue,[MENTION] Thanks! I have been flying American for years now. Happy to have the Aviator Red Card!,positive_feedback_praise,topup-single-qwen,flight_status_inquiry,
1341081::cust0::1341081,1341081,10,random,"[MENTION] threatened to cancel ticket if I didn't check very, very fragile carry on due to space. I board &amp; there are whole​ empty bins.",forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,flight_status_inquiry
1962296::cust1::1962294,1962296,9,reject_queue,[MENTION] The delay was ok. The counter staff being rude and unhelpful was NOT ok.,staff_conduct_complaint,topup-single-qwen,service_failure_complaint,
2034370::cust0::2034370,2034370,4,tail_damaged,Mi reporte sobre el IOC de [MENTION] [URL],positive_feedback_praise,topup-single-qwen,baggage_damaged,
173754::cust1::173753,173754,11,reject_queue,[MENTION] 2462 [MENTION] Just leaving gate. Wish we could have known they weren’t going to show up. I️ would have purchased food before flight.,flight_delay,topup-single-qwen,flight_delay,
1966469::cust0::1966469,1966469,10,boundary,Thanks for putting me (Gold) in the wrong boarding group [MENTION] ! Almost had to check in my bag &amp; now It’s all the way in the last row.,seat_assignment_change,adjudicated-B,other_non_actionable,seat_assignment_change
1687865::cust2::1687867,1687865,1,tail_cancel,[MENTION] Well it was a waste of time the last time and I'm not going back to the airport. The problem always seems to originate in Philadelphia.,baggage_damaged,topup-single-qwen,flight_cancellation,
2768604::cust0::2768604,2768604,7,tail_upgrade,Hmm [MENTION] you just sent me an email to pay $1500 to guarantee Platpro for next year. Here is first class. Here is me not upgraded. [URL],refund_request,topup-single-qwen,seat_upgrade_request,
1388241::cust3::2710210,1388241,6,central,[MENTION] I told you what happened... Seat 6B was open..I am in 6C..I was informed that it would be 35 dollars to move my friend even though there were 18 people on the stand by list... Someone was going to get that seat..DM yourself..I paid for that seat twice,seat_assignment_change,agree,seat_assignment_change,seat_assignment_change
2505290::cust0::2505290,2505290,9,reject_queue,"Thanks [MENTION] for your prompt twitter response and getting my problem resolved in less than 3 minutes. Can your social media team also handle loyal customer phone calls? Definitely two different experiences. Thanks, again!",positive_feedback_praise,topup-single-qwen,service_failure_complaint,
257343::cust0::257343,257343,6,known_error,"[MENTION] can you help with my seat assignment? I was able to change my seat for my first flight, but not for my connecting flight?",seat_assignment_change,agree,seat_assignment_change,seat_assignment_change
488967::cust3::488966,488967,3,central,[MENTION] Ok,flight_delay,agree,flight_delay,flight_delay
1187832::cust1::1187831,1187832,6,boundary,"[MENTION] It’s unclear online&amp; no one would help upgrade it/ “it wasn’t an option”when I got there.I even upgraded seat.$25 check bag was only option [MENTION] I flew to MIA for 24 hrs &amp;wasn’t allowed to put my tiny bag in the overhead on the return flight b/c it was unclear online so I booked Econ [MENTION] The lack of common sense &amp; options are what make me the angriest. I should have been able to pay to put it in the overhead at airport. [MENTION] I could go on and on, but this was the most annoying of about 10 issues. I will never fly with you again. [MENTION] Regarding “main cabin” my seat upgrade was to 12F, still couldn’t put my bag in overhead.",change_fee_dispute,adjudicated-A,change_fee_dispute,general_dissatisfaction_venting
2551480::cust0::2551480,2551480,6,boundary,[MENTION] Haven’t departed yet and you’ve already managed to make this a great experience. Thanks for moving me to a better seat.,seat_assignment_change,agree,seat_assignment_change,seat_assignment_change
185683::cust2::185670,185683,11,reject_queue,[MENTION] I get that. But don't rush to board your passengers not knowing the timeline.,flight_delay,topup-single-qwen,missed_connection_rebooking,
2453046::cust0::2453046,2453046,2,random,"[MENTION] flight 989 to Montevideo. Still in the airplane , but now we are to heavy, 82 minutes delay already#americanmierlines",flight_delay,agree,flight_delay,flight_delay
517850::cust0::517850,517850,11,reject_queue,[MENTION] I need your help. Stuck on flight1364 waiting on the tarmac in ORD cause of a maintenance issue on a plane at our gate. I need to make my connection to flight 1487.,flight_delay,topup-single-qwen,missed_connection_rebooking,
2363500::cust0::2363500,2363500,1,tail_ood,[MENTION] why are people allowed to bring animals on a plane with no regard to people with allergies???!!! #ihadtomovetotheback,general_dissatisfaction_venting,topup-single-qwen,other_out_of_domain,
1550913::cust0::1550913,1550913,9,tail_upgrade,"Not only did [MENTION] lose my upgrade request, but also treated me poorly at the gate. Time to go [MENTION] [MENTION] #executiveplatinum",service_failure_complaint,topup-single-qwen,seat_upgrade_request,
2123351::cust0::2123351,2123351,6,random,"[MENTION] , getting rid of the group check-in procedure is incredibly inconvenient for Team travel.",service_failure_complaint,agree,service_failure_complaint,service_failure_complaint
94235::cust0::94235,94235,10,tail_ood,. [MENTION] has changed its economy class by excluding access to the overhead bins for carry-ons. I guess they assume us cattle can't reach the overhead bin anyway.,seat_upgrade_request,topup-single-qwen,other_out_of_domain,
2524699::cust0::2524699,2524699,4,tail_damaged,[MENTION] is your site down? [URL] returns an error from here.,other_non_actionable,topup-single-qwen,baggage_damaged,
2250304::cust0::2250304,2250304,11,central,[MENTION] never flying you again. 20 min late taking off and now just sitting on the tarmac and i’m going to miss my connecting flight. I’m trying to get to a wedding,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
499432::cust1::499431,499432,3,central,[MENTION] [MENTION],other_non_actionable,adjudicated-A,other_non_actionable,flight_status_inquiry
2763452::cust0::2763452,2763452,2,reject_queue,GOD BLESS [MENTION] AIRLINES! Wish I would have known about a THREE HOUR DELAY before my hour drive to the airport! And it’s now evident these delays were known a while ago with SFO. [MENTION] [MENTION] will always have my business from now on. 😡,flight_delay,topup-single-qwen,flight_delay,
1277359::cust1::1277360,1277359,7,random,[MENTION] [MENTION] now we're changing planes!! Everyone here deserves a voucher. This is ridiculous!!,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
296510::cust0::296510,296510,5,known_error,If anyone is looking for a great way to lose water weight fly [MENTION] . You will sweat the whole time.,other_non_actionable,adjudicated-A,other_non_actionable,flight_status_inquiry
335339::cust1::335336,335339,9,central,"[MENTION] I’ve written to your customer relations just now, your reps refused to help",staff_conduct_complaint,agree,staff_conduct_complaint,staff_conduct_complaint
868642::cust0::868642,868642,2,random,[MENTION] why r they fixing overhead lights on a flight that is already delayed? (AA969),flight_delay,agree,flight_delay,flight_delay
2692268::cust0::2692268,2692268,11,boundary,. [MENTION] flight from MIA to Ecuador circled a few times and turned back to airport. Waiting to find out what the problem is. [URL],flight_delay,agree,flight_delay,flight_delay
574308::cust0::574305,574308,4,tail_damaged,[MENTION] [MENTION] you are promoting a post that has a spelling error. [URL],other_out_of_domain,topup-single-qwen,baggage_damaged,
2118837::cust1::2118836,2118837,8,central,[MENTION] Thank you!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
333727::cust0::333727,333727,0,known_error,Even with the ridic delay [MENTION] is always on point. 🔥 I'm a proud executive plat member ❤️,positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
1235788::cust1::1235787,1235788,1,reject_queue,"[MENTION] Seriously, you could not find a replacement flight attendant in Dallas? I hate to think what might happen if there's a flu epidemic and you cannot find substitutes! #noexcuses",flight_delay,topup-single-qwen,service_failure_complaint,
972390::cust0::972390,972390,2,reject_queue,"[MENTION] Flight 60 out of NRT delayed until 8:50 per the app, board at gate says ""indefinitely."" No info from agents yet. Help?",flight_status_inquiry,topup-single-qwen,flight_cancellation,
272993::cust0::272993,272993,2,reject_queue,[MENTION] back at it with no crew for a 10:20 departure. I’ll never understand not having stand-by crews. Hoping to get home by 2 am at this point.,flight_delay,topup-single-qwen,missed_connection_rebooking,
2618696::cust0::2618696,2618696,7,known_error,[MENTION] missed my flight and you are going to charge me more than the flight costs to change it? I’m #platinum? Does that mean nothing. #poorservice #americanairlines #imayneedtoswitch,change_fee_dispute,agree,change_fee_dispute,change_fee_dispute
2164794::cust0::2164794,2164794,6,central,"[MENTION] changed my [MENTION] seat by 2 days, without me asking them to, and now expect me to fly 9hrs in a middle seat. Livid and disappointed is an understatement.",seat_assignment_change,adjudicated-A,seat_assignment_change,flight_delay
1384752::cust3::1384755,1384752,3,central,[MENTION] [MENTION] 😂😂😂,general_dissatisfaction_venting,adjudicated-B,other_non_actionable,general_dissatisfaction_venting
1536525::cust2::1536522,1536525,8,central,[MENTION] Thanks!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
2123361::cust0::2123361,2123361,5,boundary,[MENTION] great job today at #SkyHarbor in Phoenix. Lines moved quickly after the delay. Don't let [MENTION] know I'm flying with you today. I know you are about to break up with each other.,other_non_actionable,adjudicated-A,other_non_actionable,positive_feedback_praise
1624057::cust0::1624057,1624057,0,cross_cluster,#ORD to #SDF [MENTION] Smooth ride [URL],positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
1521427::cust4::1521451,1521427,9,tail_upgrade,"[MENTION] [MENTION] Nope. They had an equipment change. I’m not exec plat, so maybe I don’t matter to them.",seat_assignment_change,topup-single-qwen,seat_upgrade_request,
