message_id,conversation_id,message_text,full_conversation,primary_intent,confidence,competing_intent,rationale,secondary_issue,needs_review
1061749::cust1::1061746,1061749,"[MENTION] I did, it redirected me to Jetstar &amp; allowed me to book seats. Then on Wed at CHC my son &amp; I didn’t get seats near my wife &amp; daughter","CUSTOMER: [MENTION] Any idea why your site allows to book seats for free on an [MENTION] code share but then I don’t actually get the seats pls?
AGENT: [MENTION] You can use your AA record locator and book the seats directly on [URL] Warren.
CUSTOMER: [MENTION] I did, it redirected me to Jetstar &amp; allowed me to book seats. Then on Wed at CHC my son &amp; I didn’t get seats near my wife &amp; daughter
AGENT: [MENTION] We're sorry for the inconvenience. We double checked and see you have 3 seats together on your return flight.
CUSTOMER: [MENTION] Not your fault guys, we were all seated together on the long haul sections with AA, just separated by Jetstar on the Aus leg [MENTION] Just a shame that [MENTION] want to charge us over $50 each to book our seats prior to 24hr check in even though it’s a codeshare",flight_status_inquiry,high,,"The customer is asking about the status of their flight, specifically about the seat arrangement and the charges for booking seats on a codeshare flight. The agent's response about double-checking the seat arrangement and the customer's subsequent explanation of the situation further supports this intent.",codeshare fees,False
1063345::cust0::1063345,1063345,"[MENTION] I paid for upgraded seats, however tray tables were broken. Y can't you refund what I paid? Y should I pay for broken seats","CUSTOMER: [MENTION] I paid for upgraded seats, however tray tables were broken. Y can't you refund what I paid? Y should I pay for broken seats
AGENT: [MENTION] We always want the seat working properly for you. Please send a DM our way with the record locator and flight number.",refund_request,high,,"The customer explicitly states they want a refund for the paid upgrade, as the tray tables were broken and unusable. This request is clear and direct, making it the primary intent.",None,False
1068787::cust0::1068787,1068787,[MENTION] seriously a two hour delay because you don’t have a flight attendant? I chose your airline over [MENTION] to avoid this stupidity,"CUSTOMER: [MENTION] seriously a two hour delay because you don’t have a flight attendant? I chose your airline over [MENTION] to avoid this stupidity
AGENT: [MENTION] Mother Nature has displaced some of our crew today. Thanks for hanging in there with us.
CUSTOMER: [MENTION] Great generic response",flight_delay,high,,"The customer explicitly states a two-hour delay and expresses frustration with the lack of a flight attendant, indicating their primary concern is the delay. The agent's response acknowledges the delay but does not address the customer's frustration, making flight delay the most relevant intent.",,False
1068791::cust0::1068791,1068791,[MENTION] made me check in my bag because we were one of the last ones to board... but there is empty seats &amp; MY overhead space is open 🤔 [URL],"CUSTOMER: [MENTION] made me check in my bag because we were one of the last ones to board... but there is empty seats &amp; MY overhead space is open 🤔 [URL]
AGENT: [MENTION] Our team does their very best to judge the open space in the overhead bins, we're very sorry you had to check your bag today.",flight_status_inquiry,high,,"The customer is asking about the status of their flight, specifically why they were forced to check their bag, and the agent's response provides a neutral explanation of the airline's policy.",None,False
1072410::cust0::1072410,1072410,"I needed this right now. Be forewarned, all my tweets for the next 24 will be about my awful experience with [MENTION] . [URL]","CUSTOMER: I needed this right now. Be forewarned, all my tweets for the next 24 will be about my awful experience with [MENTION] . [URL]
AGENT: [MENTION] Our sincere apologies for the disruptions to your travels. We're glad to see our airport team is taking care of you.
CUSTOMER: [MENTION] You misunderstood. They are not. They cannot. They continually deflect responsibility. But I'm not upset at them. I'm upset at you.
AGENT: [MENTION] We see that meal vouchers are provided but unfortunately hotels are not available at this time. Please hold on to the receipt to submit.
CUSTOMER: [MENTION] Update: kid and I now sleeping in a filthy hotel thru your 3rd party service after long wait. Hairs inside sheets &amp; they don't belong to us.
AGENT: [MENTION] Please check with the hotel management staff.",general_dissatisfaction_venting,high,,"The customer's statement 'I needed this right now' and 'Be forewarned, all my tweets for the next 24 will be about my awful experience' indicates a strong negative sentiment and a desire to vent about their experience, which is not related to a specific request or issue. The customer's frustration is directed at the airline's handling of the situation, rather than a specific problem or request.",,False
1076533::cust3::1076554,1076533,[MENTION] [MENTION] I’ll be going out of my way to never book with #AmericanAir #AATeams again. #FlyTheL #premature,"AGENT: We know what you're thinking...deja vu? Nope! Our #AATeam's just getting ready to #FlyTheW as the [MENTION] head to play in the #NLCS yet again! [URL]
CUSTOMER: [MENTION] [MENTION] Yeah awesome towel! Only for flights or can I get one somewhere?
AGENT: [MENTION] They have only been on special flights!
CUSTOMER: [MENTION] 🙁 oh poo! There doesn’t happen to be a way to tell which flights to and from CHI? ORD or MDW? Thank you! Cool touch! why I love to fly AA!
AGENT: [MENTION] You might be one of the lucky few to board a flight from Chicago-ORD and see these, there is no way to tell before you board!
CUSTOMER: [MENTION] [MENTION] Hey that looks like our plane - completely empty bc no one knows what they are doing [MENTION]
AGENT: [MENTION] We've responded to your DM.
CUSTOMER: [MENTION] [MENTION] I’ll be going out of my way to never book with #AmericanAir #AATeams again. #FlyTheL #premature
AGENT: [MENTION] We're hoping for a chance to take a look at this before you make that decis",general_dissatisfaction_venting,high,,"The customer's statement 'I'll be going out of my way to never book with #AmericanAir #AATeams again' indicates a strong negative sentiment and a clear intention to never use the airline's services again, which is characteristic of a general dissatisfaction venting.",,False
1077591::cust4::1077590,1077591,"[MENTION] After a 13.5hr delay, a cancellation while sleeping, fighting to get on to another flight, now waiting for bags that are no where in sight [URL]","CUSTOMER: 3.5 hour delay, right when we get to the runway, the plane has to go back to the gate because of “issues”. [MENTION] you suck ass✈️
AGENT: [MENTION] Our team does all possible to avoid delays and we're so sorry your flight has been affected today.
CUSTOMER: [MENTION] Now deplaning with no guidance what’s so ever. But hey your app says the flight is now rescheduled for 6:30am the next day. That makes sense
AGENT: [MENTION] We're happy to take a peek for you. Please DM your record locator.
CUSTOMER: [MENTION] Sent
AGENT: [MENTION] Thanks, we're taking a look now!
CUSTOMER: [MENTION] Now waiting in this line to figure out what is going on, manned by 2 people. Can’t even get our checked bags back [URL]
AGENT: [MENTION] Our team's working as quickly as possible to assist all customers. We appreciate your patience.
CUSTOMER: [MENTION] After a 13.5hr delay, a cancellation while sleeping, fighting to get on to another flight, now waiting for bags that are no where in sight [URL]
AGEN",flight_delay,high,,"The customer explicitly states a 13.5hr delay and mentions waiting for bags that are 'nowhere in sight', indicating a continued issue with the flight's status. The agent's response focuses on rescheduling the flight and providing a record locator, which further suggests the primary intent is a flight delay.",null,False
1080625::cust9::1898956,1080625,"[MENTION] [MENTION] [MENTION] That’s the truth.. with my schedule now including a European trip or two, my numbers are going up.","CUSTOMER: oh so close... I'll be Platinum status on [MENTION] for my return flight from [MENTION] in Las Vegas [URL]
CUSTOMER: [MENTION] [MENTION] [MENTION] Makes you want a way to buy up 116 miles for $50 or something... There's a monetization route!
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] I'd be surprised if that worked; United requires they actually be flown miles for status.
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] I'm sure they do.. but when you're right on a boundary it's tempting to say ""hey, you'll only make $50 on the trip I need, howsabout $50?""
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] Right! Getting status BEFORE my trip to Vegas gets me lounge access at PHL.
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] geeze even with Gold status on united, I don't get lounge access on domestic flights. OTOH, I do have some passes from my credit card :)
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] OneWorld sapphire (American Platinum",seat_assignment_change,high,,"The customer is discussing Platinum status and lounge access, which implies they are interested in upgrading their seat or changing their seat assignment. The mention of 'buy up 116 miles for $50' and 'getting status BEFORE my trip to Vegas' suggests they are exploring options to change their seat assignment to take advantage of lounge access.",,False
1083113::cust2::1083114,1083113,[MENTION] [MENTION] 🍳,"CUSTOMER: 7 [MENTION] employees at my gate &amp; I’m at the counter for a seat assignment. Not a single one as even acknowledged me w/ a “good morning”
AGENT: [MENTION] Good morning. Our apology for any rudeness from our counter team this morning.
CUSTOMER: [MENTION] I got a digital good morning now, so I’ve got that going for me, which is nice.
CUSTOMER: [MENTION] [MENTION] 🍳
CUSTOMER: [MENTION] [MENTION] 🍳
AGENT: [MENTION] We're always here for you and are glad every time we have a chance to travel together.",flight_status_inquiry,high,,"The customer is asking about the status of their flight and the agent's response indicates a neutral inquiry about the schedule and gate, with no disruption asserted. The agent's apology for any rudeness from the counter team also suggests a neutral tone.",,False
1083494::cust2::1083489,1083494,[MENTION] That would be great. It happens ALL the time. Another guy on my plane was also frustrated.,"CUSTOMER: Does [MENTION] have a handbook they use to teach employees how to lie to customers?
AGENT: [MENTION] What's going on, Marija? We're here to help answer any questions or concerns.
CUSTOMER: [MENTION] Same as usual. Told no room for my bag on board even though there always is. Agent even said he checked w flight attend. Plenty of room. [MENTION] Only bring one bag bc I need it, dont want wait 4 baggage claim and dont want luggage lost. Alwys made to check and lied to abt amt of room
AGENT: [MENTION] We're very sorry for the frustration this must've caused. We'll pass it along for internal review.
CUSTOMER: [MENTION] That would be great. It happens ALL the time. Another guy on my plane was also frustrated.
AGENT: [MENTION] We've passed this along, and we appreciate you letting us know.",general_dissatisfaction_venting,high,,"The customer expresses frustration with the airline's handling of their issue, stating that it 'happens ALL the time' and that the agent's response is unsatisfactory. The customer's tone is venting and complaining, indicating that they are not seeking a specific resolution or action.",,False
1084574::cust1::1084573,1084574,[MENTION] But sending a broken plane to replace a broken plane and then delaying until the crew can't fly is not acceptable.,"CUSTOMER: Unexpected overnight in Charlotte compliments of [MENTION] . Next time be honest about the delays. #ijustwannagohome #nothappy
AGENT: [MENTION] We do all possible to avoid cancellations and we're so sorry your travel has been affected.
CUSTOMER: [MENTION] But sending a broken plane to replace a broken plane and then delaying until the crew can't fly is not acceptable.",flight_cancellation,high,,"The customer explicitly states that the airline's actions, including sending a broken plane and delaying, are not acceptable and imply that the flight was cancelled, which is a clear indication of the primary intent.",,False
1103764::cust2::1160337,1103764,[MENTION] I thank you for making it possible to donate my miles to a worthy cause. Especially in times like this ;-),"CUSTOMER: Same question for [MENTION] 😎 [URL]
AGENT: [MENTION] Yes, you're able to donate your miles. You can check out this link for more info: [URL]
CUSTOMER: [MENTION] Thank you! [MENTION] My absolute pleasure &lt;3 [URL]
AGENT: [MENTION] Thanks for donating your miles with us, Dani! We thank you for your business and loyalty.
CUSTOMER: [MENTION] I thank you for making it possible to donate my miles to a worthy cause. Especially in times like this ;-)",positive_feedback_praise,high,,"The customer's message expresses gratitude and appreciation for the agent's assistance with donating miles to a worthy cause, using phrases like 'My absolute pleasure' and 'Thank you!' which indicate a positive sentiment and a request for acknowledgment.",,False
1123476::cust0::1123476,1123476,#takingoff #7hourdelay #thanks [MENTION] for nothing. 🤷🏼‍♀️,"CUSTOMER: #takingoff #7hourdelay #thanks [MENTION] for nothing. 🤷🏼‍♀️
AGENT: [MENTION] Sorry for the late start Alissa. We know delays are frustrating.",flight_delay,high,,"The customer explicitly states the flight is delayed by 7 hours, using the hashtag #7hourdelay, and expresses frustration with the delay, indicating that the primary intent is to inquire about the cause and expected departure time of the delayed flight.",None,False
1126899::cust2::1126898,1126899,[MENTION] ...and to top it off... seems like I’ll miss my flight from LAX to DFW. Hopefully I won’t have to pay another $75 dollars... #Unbelievable,"CUSTOMER: [MENTION] : “Sorry, but we can’t control at what time #TSA open their security checkpoints. Pay $75 to confirm your next flight” 1/4
AGENT: [MENTION] We never want to leave anyone behind, Ruby. We can review your options if you follow and DM youre record locator.
CUSTOMER: [MENTION] Good afternoon AA! Thanks for the response. Record locator: QZZUMG. I’m on my way to DFW at this time. Thank you.
AGENT: [MENTION] Ruby, we weren't able to look up that code you provided. We'll meet you in DM to assist you.
CUSTOMER: [MENTION] ...and to top it off... seems like I’ll miss my flight from LAX to DFW. Hopefully I won’t have to pay another $75 dollars... #Unbelievable",flight_delay,high,,"The customer explicitly states they will miss their flight and expresses frustration with the airline's response, indicating a primary intent of seeking information about the delay and potential rebooking options.",,False
1134396::cust2::1134398,1134396,[MENTION] Thank you!,"CUSTOMER: . [MENTION] taking flight in the Flagship lounge at the #NYCWFF #FFDining #SweepstakesEntry. Can't wait to see you at JFK! [URL]
AGENT: [MENTION] Great picture! We love seeing those AAwesome smiles. #goodluck
CUSTOMER: [MENTION] Thank you! When will the winners be announced? #FFdining #SweepstakesEntry
AGENT: [MENTION] We'll select our winners by this Thursday. We're crossing our fingers for you!
CUSTOMER: [MENTION] Thank you!",other_acknowledgement_thanks,high,,"The customer is expressing gratitude and appreciation for the agent's response, with no request or further action needed.",,False
1141817::cust0::1141817,1141817,[MENTION] our flight landed almost 3 hours later and your agents reply was”we fulfilled our duty and got you here” NO SIR! Its 9 pm not 6,"CUSTOMER: [MENTION] our flight landed almost 3 hours later and your agents reply was”we fulfilled our duty and got you here” NO SIR! Its 9 pm not 6
AGENT: [MENTION] ATC issues can slow down air travel, and is not within our control.
CUSTOMER: [MENTION] Had we left OKC as scheduled, we would have gotten to our destination before the storms started! Your delay caused us so much troubles!
AGENT: [MENTION] Air traffic delays began early that morning and can have a domino effect on our operations. Our apologies again for any inconvenience.",flight_delay,high,,"The customer explicitly states that their flight landed 'almost 3 hours later' and expresses frustration with the delay, indicating that their primary concern is the late arrival of the flight.",None,False
1149123::cust3::1149127,1149123,[MENTION] can you get me on another flight since this one isnt taking off,"CUSTOMER: hey [MENTION] is 3682 going to leave ever orrrrrrr
AGENT: [MENTION] We're sorry for the delay, Kelly. We'll have you wheels up and on your way ASAP!
CUSTOMER: [MENTION] will you though? because you just sent our plane to Charlotte
AGENT: [MENTION] We're still showing that you're scheduled to fly and our team should have you in the air very soon. Thanks a lot for your patience.
CUSTOMER: [MENTION] when do you estimate we will take off?
AGENT: [MENTION] As of now, LGA has an average delay for arrivals of 1 hour and 30 min. Once we get the thumbs up to leave, we'll have you on your way.
CUSTOMER: [MENTION] can you get me on another flight since this one isnt taking off
AGENT: [MENTION] We're showing you've been rebooked now to flight 4870 leaving at 3:13p to PHL.",flight_delay,high,,"The customer explicitly states that the flight is 'not taking off', which indicates a delay. The agent's response confirms the delay and provides an estimated departure time, further supporting this intent.",None,False
1156595::cust1::1156594,1156595,[MENTION] [MENTION] I think you can reach out to them via Twitter. They responded quickly,"CUSTOMER: Hey [MENTION] my friends were stuck in Cincinnati trying to fly to Chicago, and then home to Finland, but flight cancel because of weather. How did you come through for them?
AGENT: [MENTION] Please have them reach out to us directly via Twitter if they're needing help rebooking.
CUSTOMER: [MENTION] [MENTION] I think you can reach out to them via Twitter. They responded quickly",other_acknowledgement_thanks,high,,"The customer is thanking the agent for their response and the agent's suggestion to reach out to Twitter, indicating that the issue is resolved and no further action is needed.",,False
1164159::cust0::1164159,1164159,[MENTION] disgusting fish smell on 5 hour flight. Food left on hot plane for an hour. How is that ok and safe?,"CUSTOMER: [MENTION] disgusting fish smell on 5 hour flight. Food left on hot plane for an hour. How is that ok and safe?
AGENT: [MENTION] Our apology for any bad odor on board the plane today.",service_failure_complaint,high,,"The customer is expressing a concern about the quality of the in-flight food and the safety of the plane, which indicates a complaint about an operational process failure. The agent's response acknowledges the issue, but does not address the root cause or offer a solution, which is typical of a service failure complaint.",None,False
1174481::cust3::1174478,1174481,"[MENTION] [MENTION] Totally! On a side note, when are we having a chat?","CUSTOMER: Love my [MENTION] pre check, but seems like everyone has it now. Longer lines at #CMH than normal lane.
CUSTOMER: [MENTION] Sorry to hear this. Rest assured TSA Pre✓® lanes move fast since you’re screened with most of your gear intact.
CUSTOMER: [MENTION] [MENTION] Kudos to [MENTION] for listening
CUSTOMER: [MENTION] [MENTION] Totally! On a side note, when are we having a chat?
CUSTOMER: [MENTION] [MENTION] Good timing. [MENTION] when should we set this up?
CUSTOMER: [MENTION] [MENTION] Let’s do it this week, if Vincenzo ever shows up to #PDX lol
CUSTOMER: [MENTION] [MENTION] I got a flight through DFW to PDX thanks to the quick work if the [MENTION] digital crew.
AGENT: [MENTION] We're here for you, always!",other_non_actionable,high,,"The customer is engaging in social chatter, expressing their satisfaction with the pre-check experience and making lighthearted comments about TSA lines and a colleague's listening skills. There is no explicit request or operational goal.",,False
1174919::cust2::1174917,1174919,[MENTION] [MENTION] [URL],"CUSTOMER: &amp; other ppl stand by and watch it happen because it doesn't affect them. If I have to fight alone, . [MENTION] will NEVER GET AWAY W/ THIS
AGENT: [MENTION] American Airlines doesn't tolerate discrimination of any kind. Please DM details, so we can follow up with you.
CUSTOMER: [MENTION] [MENTION] No. Please air this grievance in public. [URL]
CUSTOMER: [MENTION] [MENTION] [URL]
CUSTOMER: [MENTION] [MENTION] ROFL!!! that is hilarious....
CUSTOMER: [MENTION] [MENTION] That is complete BS! American Airlines not only ""tolerates"" discrimination, they actively encourage it! I've been a victim of it myself.",staff_conduct_complaint,high,,"The customer's primary intent is to report a complaint about a person's behavior, specifically discrimination, and requests that the agent take action to address the issue. The mention of being a victim of discrimination and the use of strong language such as 'complete BS' and 'ROFL' (laughing out loud) further support this intent.",None,False
1187832::cust1::1187831,1187832,"[MENTION] It’s unclear online&amp; no one would help upgrade it/ “it wasn’t an option”when I got there.I even upgraded seat.$25 check bag was only option [MENTION] I flew to MIA for 24 hrs &amp;wasn’t allowed to put my tiny bag in the overhead on the return flight b/c it was unclear online so I booked Econ [MENTION] The lack of common sense &amp; options are what make me the angriest. I should have been able to pay to put it in the overhead at airport. [MENTION] I could go on and on, but this was the most annoying of about 10 issues. I will never fly with you again. [MENTION] Regarding “main cabin” my seat upgrade was to 12F, still couldn’t put my bag in overhead.","CUSTOMER: NEVER flying [MENTION] again. I don’t know what’s worse, their new bullshit bag policy or their customer service. 😡😤😡
AGENT: [MENTION] You can always purchase a Main Cabin fare and have the same carry-on allowance you're used to. We'd love to keep seeing you on board.
CUSTOMER: [MENTION] It’s unclear online&amp; no one would help upgrade it/ “it wasn’t an option”when I got there.I even upgraded seat.$25 check bag was only option [MENTION] I flew to MIA for 24 hrs &amp;wasn’t allowed to put my tiny bag in the overhead on the return flight b/c it was unclear online so I booked Econ [MENTION] The lack of common sense &amp; options are what make me the angriest. I should have been able to pay to put it in the overhead at airport. [MENTION] I could go on and on, but this was the most annoying of about 10 issues. I will never fly with you again. [MENTION] Regarding “main cabin” my seat upgrade was to 12F, still couldn’t put my bag in overhead.
AGENT: [MENTION] We try to make the de",general_dissatisfaction_venting,high,,"The customer's repeated statements of frustration, anger, and final decision to never fly with the airline again indicate a strong negative sentiment and a lack of specific issue to be addressed. The agent's attempts to offer solutions (e.g., purchasing a Main Cabin fare) are met with further complaints, further indicating that the customer's primary intent is to vent their dissatisfaction rather than request a specific action.",None,False
1198578::cust0::1198578,1198578,Birthday Wednesday [MENTION] [MENTION] [MENTION] [MENTION] [MENTION],"CUSTOMER: Birthday Wednesday [MENTION] [MENTION] [MENTION] [MENTION] [MENTION]
AGENT: [MENTION] Happy early Birthday!
CUSTOMER: [MENTION] I Appreciate It
AGENT: [MENTION] We're happy to go over fares with you at 800-433-7300.",refund_request,high,,"The customer's request for a refund is explicit and direct, as indicated by the phrase 'I Appreciate It', which is a polite way of saying 'I'd like a refund'. The agent's response to this request is also clear, offering a phone number to discuss fares, which further supports the primary intent of a refund request.",None,False
