message_id,conversation_id,coarse_cluster,sampling_stratum,message_text,gold_intent,gold_source,A_intent,B_intent
1149123::cust3::1149127,1149123,11,central,[MENTION] can you get me on another flight since this one isnt taking off,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
2565951::cust0::2565951,2565951,0,boundary,"Nobody delivers defeat from the jaws of victory like [MENTION] just lost 6 hours, an evening with my family and a good night sleep. 😠",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
335339::cust1::335336,335339,9,central,"[MENTION] I’ve written to your customer relations just now, your reps refused to help",staff_conduct_complaint,agree,staff_conduct_complaint,staff_conduct_complaint
1126899::cust2::1126898,1126899,7,random,[MENTION] ...and to top it off... seems like I’ll miss my flight from LAX to DFW. Hopefully I won’t have to pay another $75 dollars... #Unbelievable,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
261892::cust1::261888,261892,11,cross_cluster,[MENTION] The mainline fleet is pretty great. The single-cabin regional birds are almost summarily awful. The two-cabin CRJs are solid planes.,positive_feedback_praise,adjudicated-B,other_non_actionable,positive_feedback_praise
2174393::cust0::2174393,2174393,11,random,"[MENTION] now has 9 boarding groups. Seems like it’s working. Here’s to my last 20,000 miles in my AA account. [URL]",positive_feedback_praise,adjudicated-B,other_acknowledgement_thanks,positive_feedback_praise
1790711::cust0::1790711,1790711,6,central,[MENTION] plenty of room on my flight for my bag. Cabin crew and front desk not on the same page. Thanks so much for the inconvenience,forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,baggage_delayed_lost
2968265::cust0::2968265,2968265,7,central,[MENTION] how do you just charge $50 for a carry on? Also what’s with your employees attitude? Is the attitude covered in “service fee”? [MENTION] flying to visit my fathers grave before I head out to my wedding. Thank u [MENTION] robbing me #worstairline #CustomerExperience,staff_conduct_complaint,adjudicated-A,staff_conduct_complaint,flight_status_inquiry
511939::cust13::511963,511939,7,boundary,[MENTION] Expected of a budget airline like [MENTION] not AA ...smh... but glad you were able to work it out,flight_delay,agree,flight_delay,flight_delay
2763820::cust0::2763820,2763820,7,cross_cluster,[MENTION] flight 1905 lax to Charlotte... actually splurged for first class and no TVs or even plugs to charge devices to use WiFi to stream? Unreal. Xcountry flight...,general_dissatisfaction_venting,adjudicated-BOTH_WRONG,other_non_actionable,flight_status_inquiry
555633::cust1::555632,555633,8,non_actionable,"[MENTION] just did, thanks!",other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
2158099::cust2::2158095,2158099,8,boundary,[MENTION] PS... my box made it to DC. Thanks for helping out!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
2048688::cust0::2048688,2048688,0,cross_cluster,So what can you do for me [MENTION] ? Can you bump me up a boarding group?I’m waiting for your response.,seat_assignment_change,adjudicated-A,seat_assignment_change,flight_delay
1785093::cust0::1785093,1785093,0,spanish,"Y es así como [MENTION] arruina mi viaje a NY, gracias por atrasar el vuelo por más de 4 horas ... #AmericanAirlines y su mal servicio !! 😶😖😞😲",flight_delay,agree,flight_delay,flight_delay
1579897::cust0::1579897,1579897,11,random,I have to fly [MENTION] tomorrow instead of [MENTION] &amp; have no status so hello boarding group 6. 😢😢,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
2572581::cust175::2572477,2572581,4,central,[MENTION] [MENTION] [URL],other_non_actionable,adjudicated-A,other_non_actionable,general_dissatisfaction_venting
2558932::cust1::2558931,2558932,8,central,[MENTION] Thank you!,other_acknowledgement_thanks,adjudicated-B,other_non_actionable,other_acknowledgement_thanks
2707242::cust0::2707242,2707242,5,central,[MENTION] received this from a fellow passenger today. Love flying American! [URL],other_non_actionable,adjudicated-A,other_non_actionable,positive_feedback_praise
638090::cust3::638083,638090,2,central,[MENTION] What flight is the crew on? [MENTION] Another hour’s delay. How hard is it to be forthright about these delays? I would have gone home instead of waiting in an uncomfortable airport. [URL] [MENTION] Departure is now 4:45! AA5172. You’re finding a way to make me happy with a woefully delayed departure. Sneaky.,flight_delay,agree,flight_delay,flight_delay
2707128::cust0::2707128,2707128,9,cross_cluster,So disappointed in [MENTION] 😡 thanks [MENTION] for not leaving me stranded in Houston.,general_dissatisfaction_venting,adjudicated-B,other_non_actionable,general_dissatisfaction_venting
2164794::cust3::2164801,2164794,3,central,[MENTION] [MENTION] 😬,change_fee_dispute,adjudicated-A,change_fee_dispute,flight_delay
1072410::cust0::1072410,1072410,4,boundary,"I needed this right now. Be forewarned, all my tweets for the next 24 will be about my awful experience with [MENTION] . [URL]",service_failure_complaint,adjudicated-A,service_failure_complaint,general_dissatisfaction_venting
1599360::cust0::1599360,1599360,9,random,"[MENTION] So frustrated with/disappointed in your ""service"". CS rep disconnected our call. How do I get a hold of someone who can help?",service_failure_complaint,adjudicated-B,other_non_actionable,service_failure_complaint
2518504::cust0::2518504,2518504,1,central,[MENTION] NEVER AGAIN will I fly your airline! The absolute worst experience!,general_dissatisfaction_venting,adjudicated-B,flight_delay,general_dissatisfaction_venting
13304::cust1::13302,13304,9,cross_cluster,[MENTION] Problem is when you check the website compulsively and it’s not updated!,staff_conduct_complaint,adjudicated-A,staff_conduct_complaint,general_dissatisfaction_venting
2072254::cust0::2072254,2072254,0,spanish,[MENTION] ; vuelo 989 un desastre salió atrasado 2hs y luego no dieron desayuno 🥞 vergüenza!!!! Nunca mas viajo con uds,flight_delay,agree,flight_delay,flight_delay
554298::cust0::554298,554298,1,central,"[MENTION] your customer service is getting really bad , second attempt to try and get a better seat and second time I am charge and then told that the selection cannot go thru. Although my card is charge I get no void confirmation. Never doing business with you people again. [MENTION] [MENTION] your rep had no remorse at the fact that flight was delayed I missed my connecting flight , I need to get a better seat so I can be off the plane quicker to catch a booked shuttle to my resort",seat_assignment_change,adjudicated-A,seat_assignment_change,refund_request
2704435::cust0::2704435,2704435,7,central,[MENTION] not thinking smart about how to take care of customers. Trying to charge me $400 in fees to use HALF of a round-trip flight I bought. Why is my company paying you $1500/week for my travel? Switching to [MENTION] or [MENTION] may make more sense.,change_fee_dispute,adjudicated-A,change_fee_dispute,refund_request
2551480::cust0::2551480,2551480,6,boundary,[MENTION] Haven’t departed yet and you’ve already managed to make this a great experience. Thanks for moving me to a better seat.,seat_assignment_change,agree,seat_assignment_change,seat_assignment_change
1932508::cust0::1932508,1932508,1,central,[MENTION] I keep having bad experiences flying with you. I reached out to customer service and nothing has been done. Very frustrating 😡,general_dissatisfaction_venting,adjudicated-B,other_non_actionable,general_dissatisfaction_venting
1349666::cust3::1349668,1349666,4,central,[MENTION] [MENTION] [URL],seat_assignment_change,adjudicated-BOTH_WRONG,seat_upgrade_request,seat_assignment_change
1056893::cust0::1056893,1056893,10,random,I had never had baggage issues with any airline like yesterday with [MENTION],baggage_delayed_lost,agree,baggage_delayed_lost,baggage_delayed_lost
1531550::cust0::1531550,1531550,2,central,[MENTION] here we go again. Last week delay 1 1/2 hours after landing to get gate. Today AA1086 delayed departure #fail #aafail,flight_delay,agree,flight_delay,flight_delay
1707356::cust3::1707353,1707356,8,central,[MENTION] Thank you!,flight_status_inquiry,adjudicated-A,flight_status_inquiry,other_acknowledgement_thanks
1354819::cust1::1354815,1354819,9,central,"[MENTION] Already ate at [MENTION] , Better communication and customer service would be a huge improvement! #stuckindallas #diligentmaintenance ?",flight_delay,adjudicated-A,flight_delay,general_dissatisfaction_venting
1520578::cust0::1520578,1520578,9,spanish,"El servicio, precio y todo en estos vuelos de [MENTION] ha sido impecable. [MENTION] se quedó atrás hace tiempo.",service_failure_complaint,adjudicated-A,service_failure_complaint,positive_feedback_praise
462796::cust30::2956467,462796,5,boundary,[MENTION] [MENTION] I have a flight from SD to NYC Dec 26th 😩,flight_status_inquiry,adjudicated-B,positive_feedback_praise,flight_status_inquiry
373425::cust0::373425,373425,3,cross_cluster,"[MENTION] terminal E at [MENTION] is dirty, hot, no plug-ins for devices. The air doesn't even move, hard to breathe Disgusting!",service_failure_complaint,agree,service_failure_complaint,service_failure_complaint
520923::cust1::520919,520923,1,boundary,[MENTION] Your customer service agents (who were all standing around doing seemingly nothing) couldn’t have been less helpful. [MENTION] I purchased a ticket that is ‘main cabin or group 9’ and I wasn’t aware or told of this until I went to check in. 1 hour prior to flight [MENTION] I asked how my ticket could be upgraded and he assured me it couldn’t. I would need to purchase a new ticket and pay an airport fee [MENTION] I already have a ticket so why would I buy a new one at the higher rate for the same seat on an EMPTY flight.,change_fee_dispute,adjudicated-A,change_fee_dispute,flight_status_inquiry
2135881::cust0::2135881,2135881,3,known_error,[MENTION] would like to know how to avoid this in the future?? Maybe just book directly with [MENTION] ? [MENTION] never had this issue,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
97819::cust1::97818,97819,3,boundary,[MENTION] I have it reached out and still nothing,service_failure_complaint,adjudicated-A,service_failure_complaint,general_dissatisfaction_venting
2977901::cust0::2977901,2977901,10,boundary,[MENTION] left something super important on a plane at LAX a couple of hours ago! Can you help?,baggage_delayed_lost,agree,baggage_delayed_lost,baggage_delayed_lost
815029::cust1::815027,815029,4,non_actionable,[MENTION] this is a very big difference :'( [URL],flight_delay,agree,flight_delay,flight_delay
670648::cust0::670648,670648,4,boundary,"[MENTION] may have ruined my day, but I will not let them ruin my whole thanksgiving 😞 [URL]",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_status_inquiry
2476481::cust0::2476481,2476481,4,boundary,Beautiful start to the day! Headed to #Nailba36 from [MENTION] courtesy of [MENTION] [URL],positive_feedback_praise,adjudicated-A,positive_feedback_praise,flight_status_inquiry
2586568::cust0::2586568,2586568,0,cross_cluster,How is lifting the ban on hunting endangered elephants for prize making America Great? This is making the WORLD a shittier place. Not cool Trump admin! Seems self serving for your sons and people like them. Leave the animals alone~ Hunting for fun NOT food is evil! [URL],other_out_of_domain,agree,other_out_of_domain,other_out_of_domain
1624057::cust0::1624057,1624057,0,cross_cluster,#ORD to #SDF [MENTION] Smooth ride [URL],positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
1411094::cust1::1411093,1411094,2,random,[MENTION] Been on a plane over an hour and still on the ground. Two issues and captain said he just called maint and “hopes” they are here soon [MENTION] Should be landing at our destination now,flight_delay,agree,flight_delay,flight_delay
1061749::cust1::1061746,1061749,6,central,"[MENTION] I did, it redirected me to Jetstar &amp; allowed me to book seats. Then on Wed at CHC my son &amp; I didn’t get seats near my wife &amp; daughter",seat_assignment_change,adjudicated-A,seat_assignment_change,flight_status_inquiry
1635441::cust1::1635439,1635441,10,random,[MENTION] Just realized I left my kindle on my flight- I’ve opened a case- hope it’s found.,baggage_delayed_lost,agree,baggage_delayed_lost,baggage_delayed_lost
1531567::cust0::1531567,1531567,6,known_error,[MENTION] AA just bumped seat for flight tonight from 5A to 20A. I'm Gold #AAdvantage and had that seat selected for weeks. What gives? [MENTION] Seat 5A was a higher priced preferred seat and I was bumped involuntarily. What kind of compensation will you provide?,seat_assignment_change,agree,seat_assignment_change,seat_assignment_change
83915::cust1::83913,83915,11,central,"[MENTION] Got it, I need that flight to make it to my flight on [MENTION] , so can’t miss it 😅🙏🏽",flight_status_inquiry,agree,flight_status_inquiry,flight_status_inquiry
1289187::cust1::1289186,1289187,0,cross_cluster,[MENTION] No. DFW to MSP.,other_non_actionable,adjudicated-A,other_non_actionable,flight_status_inquiry
2368377::cust4::2368381,2368377,3,central,[MENTION] [MENTION] 😂,other_non_actionable,adjudicated-B,positive_feedback_praise,general_dissatisfaction_venting
307042::cust0::307042,307042,4,boundary,Sometimes you're in the sky at the right time [MENTION] [URL],other_non_actionable,adjudicated-A,other_non_actionable,flight_status_inquiry
254221::cust2::254223,254221,4,central,[MENTION] [MENTION] [URL],flight_delay,agree,flight_delay,flight_delay
1790965::cust1::1790964,1790965,3,boundary,[MENTION] Awesome ... THANX! :-),other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
2496151::cust1::2496150,2496151,8,random,[MENTION] Made it safe and sound. We AApreciate y’all! ✈️,other_acknowledgement_thanks,adjudicated-A,other_acknowledgement_thanks,positive_feedback_praise
1796487::cust1::1796486,1796487,11,central,[MENTION] Im in a pickle! I cannot take my flight tomorrow! I don't need a refund -just a credit so that I can fly you again. :),refund_request,agree,refund_request,refund_request
1573232::cust0::1573232,1573232,7,boundary,"[MENTION] booked ticket with confirmation number NMHFOB, haven't yet received itinerary and receipt confirmation.",flight_status_inquiry,agree,flight_status_inquiry,flight_status_inquiry
2572581::cust191::2572492,2572581,8,non_actionable,[MENTION] [MENTION] Thank you !!,other_non_actionable,agree,other_non_actionable,other_non_actionable
630138::cust0::630138,630138,11,known_error,Muy mal [MENTION] dos horas de retazo en el avión por fallas técnicas ... Y aún no salimos ...,flight_delay,agree,flight_delay,flight_delay
1481607::cust0::1481607,1481607,11,boundary,[MENTION] no announcements. Just silence while we watch other flights that arrived later reach their gate. Wonderful job AA....NOT,flight_delay,adjudicated-A,flight_delay,general_dissatisfaction_venting
2301108::cust1::2301107,2301108,6,central,"[MENTION] Thanks. It’s bad for anyone sitting in this seat, I can’t be the first person who has been woken up several times! [MENTION] I’ll go find them. This is something that could ruin someone’s whole flight and it’s a simple fix. Let FA know the seat sticks out, don’t hit it.",staff_conduct_complaint,adjudicated-A,service_failure_complaint,seat_assignment_change
1466479::cust2::1466481,1466479,9,boundary,[MENTION] It just ends up being a dead end of useless excuses... that’s reality.,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
983157::cust0::983157,983157,6,random,"""window seat"" [MENTION] i'm also annoyed that i couldnt access the lounge even though i'm flying international because it's the caribbean [URL]",flight_status_inquiry,adjudicated-B,other_non_actionable,flight_status_inquiry
2643159::cust0::2643158,2643159,8,central,[MENTION] thank you!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1013272::cust1::1013271,1013272,8,non_actionable,[MENTION] thanks,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
