message_id,conversation_id,coarse_cluster,sampling_stratum,message_text,gold_intent,gold_source,A_intent,B_intent
1076533::cust3::1076554,1076533,1,random,[MENTION] [MENTION] I’ll be going out of my way to never book with #AmericanAir #AATeams again. #FlyTheL #premature,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
1077591::cust4::1077590,1077591,2,central,"[MENTION] After a 13.5hr delay, a cancellation while sleeping, fighting to get on to another flight, now waiting for bags that are no where in sight [URL]",flight_cancellation,adjudicated-A,flight_cancellation,flight_delay
1080625::cust9::1898956,1080625,0,non_actionable,"[MENTION] [MENTION] [MENTION] That’s the truth.. with my schedule now including a European trip or two, my numbers are going up.",other_non_actionable,adjudicated-A,other_non_actionable,seat_assignment_change
1083113::cust2::1083114,1083113,3,central,[MENTION] [MENTION] 🍳,staff_conduct_complaint,adjudicated-A,staff_conduct_complaint,flight_status_inquiry
1083494::cust2::1083489,1083494,11,random,[MENTION] That would be great. It happens ALL the time. Another guy on my plane was also frustrated.,forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,general_dissatisfaction_venting
1084574::cust1::1084573,1084574,1,boundary,[MENTION] But sending a broken plane to replace a broken plane and then delaying until the crew can't fly is not acceptable.,flight_delay,adjudicated-A,flight_delay,flight_cancellation
1103764::cust2::1160337,1103764,0,central,[MENTION] I thank you for making it possible to donate my miles to a worthy cause. Especially in times like this ;-),other_acknowledgement_thanks,adjudicated-A,other_acknowledgement_thanks,positive_feedback_praise
1123476::cust0::1123476,1123476,9,boundary,#takingoff #7hourdelay #thanks [MENTION] for nothing. 🤷🏼‍♀️,flight_delay,agree,flight_delay,flight_delay
1126899::cust2::1126898,1126899,7,random,[MENTION] ...and to top it off... seems like I’ll miss my flight from LAX to DFW. Hopefully I won’t have to pay another $75 dollars... #Unbelievable,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
1134396::cust2::1134398,1134396,8,central,[MENTION] Thank you!,other_acknowledgement_thanks,adjudicated-B,other_non_actionable,other_acknowledgement_thanks
1141817::cust0::1141817,1141817,2,random,[MENTION] our flight landed almost 3 hours later and your agents reply was”we fulfilled our duty and got you here” NO SIR! Its 9 pm not 6,flight_delay,agree,flight_delay,flight_delay
1149123::cust3::1149127,1149123,11,central,[MENTION] can you get me on another flight since this one isnt taking off,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
1156595::cust1::1156594,1156595,8,boundary,[MENTION] [MENTION] I think you can reach out to them via Twitter. They responded quickly,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1164159::cust0::1164159,1164159,11,cross_cluster,[MENTION] disgusting fish smell on 5 hour flight. Food left on hot plane for an hour. How is that ok and safe?,service_failure_complaint,adjudicated-B,other_non_actionable,service_failure_complaint
1174481::cust3::1174478,1174481,3,random,"[MENTION] [MENTION] Totally! On a side note, when are we having a chat?",other_non_actionable,agree,other_non_actionable,other_non_actionable
1174919::cust2::1174917,1174919,4,central,[MENTION] [MENTION] [URL],staff_conduct_complaint,agree,staff_conduct_complaint,staff_conduct_complaint
1187832::cust1::1187831,1187832,6,boundary,"[MENTION] It’s unclear online&amp; no one would help upgrade it/ “it wasn’t an option”when I got there.I even upgraded seat.$25 check bag was only option [MENTION] I flew to MIA for 24 hrs &amp;wasn’t allowed to put my tiny bag in the overhead on the return flight b/c it was unclear online so I booked Econ [MENTION] The lack of common sense &amp; options are what make me the angriest. I should have been able to pay to put it in the overhead at airport. [MENTION] I could go on and on, but this was the most annoying of about 10 issues. I will never fly with you again. [MENTION] Regarding “main cabin” my seat upgrade was to 12F, still couldn’t put my bag in overhead.",change_fee_dispute,adjudicated-A,change_fee_dispute,general_dissatisfaction_venting
1198578::cust0::1198578,1198578,0,boundary,Birthday Wednesday [MENTION] [MENTION] [MENTION] [MENTION] [MENTION],other_acknowledgement_thanks,adjudicated-A,other_acknowledgement_thanks,refund_request
1203917::cust2::1203913,1203917,11,random,[MENTION] [MENTION] It’ll work on American’s WiFi in the air? Some places online made it seem like you can’t stream ESPN on their WiFi,flight_status_inquiry,agree,flight_status_inquiry,flight_status_inquiry
1230473::cust0::1230473,1230473,0,boundary,Oh no! [MENTION] systems have gone down in Toronto. Kinda cool the gate agents are now on their mobile phones. The future is arriving.,service_failure_complaint,adjudicated-A,service_failure_complaint,flight_status_inquiry
1231512::cust0::1231512,1231512,5,central,[MENTION] thank u for the smooth flight here! amazing crew on AA087! ❤️,positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
1236921::cust1::1236919,1236921,4,central,[MENTION] [MENTION] [URL],baggage_damaged,agree,baggage_damaged,baggage_damaged
1242383::cust0::1242383,1242383,3,non_actionable,Boycott [MENTION] #RT,staff_conduct_complaint,agree,staff_conduct_complaint,staff_conduct_complaint
1244031::cust1::1244030,1244031,10,central,[MENTION] [MENTION] Hahaha. Such BS. Refuse! I did that today and they didn't get bag on next flight. Been waiting 7 hours to get bags.,forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,baggage_delayed_lost
1271353::cust0::1271353,1271353,7,boundary,[MENTION] Why can’t AA assist in rebooking codeshare flight operated by IB booked w/aa miles?,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_status_inquiry
1277359::cust1::1277360,1277359,7,random,[MENTION] [MENTION] now we're changing planes!! Everyone here deserves a voucher. This is ridiculous!!,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
1280839::cust0::1280839,1280839,9,central,[MENTION] I just want y’all to know that y’all really fucked up this time. I’ve received the absolute worssst customer service today!!!,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
1280841::cust0::1280841,1280841,11,cross_cluster,[MENTION] I'd LOVE to know where my mom's GATE CHECKED WHEELCHAIR went. HINT: It didn't show up at LAX when she landed. Contact me ASAP.,baggage_delayed_lost,agree,baggage_delayed_lost,baggage_delayed_lost
1287141::cust0::1287141,1287141,3,boundary,[MENTION] I have a question for you. Please check your inbox.,other_non_actionable,adjudicated-B,other_acknowledgement_thanks,other_non_actionable
1289187::cust1::1289186,1289187,0,cross_cluster,[MENTION] No. DFW to MSP.,other_non_actionable,adjudicated-A,other_non_actionable,flight_status_inquiry
1290563::cust0::1290563,1290563,3,known_error,Que extraño. [MENTION] no puede contestar en inglés pero entendieron lo que le escribbi en español. No se burlen que eso es malo.,other_non_actionable,agree,other_non_actionable,other_non_actionable
1296923::cust7::2451826,1296923,10,central,[MENTION] [MENTION] OMG! Yeah I had my carry on as well and they FORCED me to check my bag.,forced_gate_check_complaint,adjudicated-A,change_fee_dispute,flight_delay
13304::cust1::13302,13304,9,cross_cluster,[MENTION] Problem is when you check the website compulsively and it’s not updated!,staff_conduct_complaint,adjudicated-A,staff_conduct_complaint,general_dissatisfaction_venting
1341081::cust0::1341081,1341081,10,random,"[MENTION] threatened to cancel ticket if I didn't check very, very fragile carry on due to space. I board &amp; there are whole​ empty bins.",forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,flight_status_inquiry
1345029::cust1::1345028,1345029,7,central,"[MENTION] The desk agent at [MENTION] literally said “that’s not my problem”, so I had to spend an extra $100 to book a new flight a week from today.",flight_cancellation,agree,flight_cancellation,flight_cancellation
1349666::cust3::1349668,1349666,4,central,[MENTION] [MENTION] [URL],seat_assignment_change,adjudicated-BOTH_WRONG,seat_upgrade_request,seat_assignment_change
1354819::cust1::1354815,1354819,9,central,"[MENTION] Already ate at [MENTION] , Better communication and customer service would be a huge improvement! #stuckindallas #diligentmaintenance ?",flight_delay,adjudicated-A,flight_delay,general_dissatisfaction_venting
1384752::cust3::1384755,1384752,3,central,[MENTION] [MENTION] 😂😂😂,general_dissatisfaction_venting,adjudicated-B,other_non_actionable,general_dissatisfaction_venting
1388241::cust2::1388239,1388241,5,central,[MENTION] [MENTION] [MENTION] [MENTION] is the best airline in the sky! Great customer service from real people who always seem to understand what it's like to be a passenger. Take the step up John M. #keepclimbing,positive_feedback_praise,adjudicated-A,other_non_actionable,seat_assignment_change
1388241::cust3::2710210,1388241,6,central,[MENTION] I told you what happened... Seat 6B was open..I am in 6C..I was informed that it would be 35 dollars to move my friend even though there were 18 people on the stand by list... Someone was going to get that seat..DM yourself..I paid for that seat twice,seat_assignment_change,agree,seat_assignment_change,seat_assignment_change
1408573::cust0::1408573,1408573,2,random,[MENTION] please delay flight from Miami to Guatemala tonight since you delayed us in Charlotte for over an hour. Want to get to Guat,flight_delay,agree,flight_delay,flight_delay
1410011::cust0::1410011,1410011,6,random,[MENTION] flight crew leader on AA 1343 needs to be nicer to those in 1st class waiting on wheelchair,staff_conduct_complaint,agree,staff_conduct_complaint,staff_conduct_complaint
1411094::cust1::1411093,1411094,2,random,[MENTION] Been on a plane over an hour and still on the ground. Two issues and captain said he just called maint and “hopes” they are here soon [MENTION] Should be landing at our destination now,flight_delay,agree,flight_delay,flight_delay
1425841::cust0::1425841,1425841,3,central,[MENTION],other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1429304::cust1::1429303,1429304,8,random,[MENTION] Thank you 👌,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1438719::cust0::1438719,1438719,10,spanish,My fiancé finally gets on his plane in #dfw to have to turn around cause [MENTION] loaded the wrong luggage onto his plane..? Ridiculous.,flight_delay,adjudicated-B,flight_cancellation,flight_delay
1439893::cust0::1439893,1439893,5,central,[MENTION] thank you for expediting that last flight!! The staff and crew were just downright awesome!!!,positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
144587::cust0::144587,144587,10,central,[MENTION] This is the first time flying with you. Extremely disappointed in my service today. I purposely packed light so that I wouldn't have to check a bag. I was forced to pay $50 to check a carry-on bag. I get on the plane and the majority of the overhead bins were empty.,change_fee_dispute,adjudicated-A,change_fee_dispute,flight_status_inquiry
1451976::cust0::1451976,1451976,0,boundary,[MENTION] been flying every wk to/from PSP-ORD for 5 months: same movies #nochange #overit [URL],general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
1466479::cust2::1466481,1466479,9,boundary,[MENTION] It just ends up being a dead end of useless excuses... that’s reality.,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
1469620::cust1::1469616,1469620,3,boundary,[MENTION] How do I access DM,other_non_actionable,adjudicated-A,other_non_actionable,other_acknowledgement_thanks
1469656::cust0::1469656,1469656,9,random,When [MENTION] gives you lemons (5 hr delay)... You turn it into vodka and pineapples. #CustomerExperience #yikes #lemons 🍋 [URL],flight_delay,adjudicated-A,flight_delay,general_dissatisfaction_venting
1478500::cust0::1478500,1478500,9,boundary,Hey [MENTION] your [MENTION] terminal just keeps getting worse and worse. More limited food. More crowded. When is it over?,general_dissatisfaction_venting,adjudicated-B,service_failure_complaint,general_dissatisfaction_venting
1481607::cust0::1481607,1481607,11,boundary,[MENTION] no announcements. Just silence while we watch other flights that arrived later reach their gate. Wonderful job AA....NOT,flight_delay,adjudicated-A,flight_delay,general_dissatisfaction_venting
1520082::cust0::1520082,1520082,11,boundary,[MENTION] do you know what the baggage claim phone number at RSW airport is?,flight_status_inquiry,adjudicated-A,other_non_actionable,baggage_delayed_lost
1520578::cust0::1520578,1520578,9,spanish,"El servicio, precio y todo en estos vuelos de [MENTION] ha sido impecable. [MENTION] se quedó atrás hace tiempo.",service_failure_complaint,adjudicated-A,service_failure_complaint,positive_feedback_praise
1521435::cust0::1521435,1521435,2,central,[MENTION] absolute horrible how you guys operate. There was a 30 min delay for no reason than caused me to miss my connecting flight,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
1524483::cust0::1524483,1524483,2,cross_cluster,[MENTION] I’m running late to the airport for checkn-in for intl flight #900 What can I do???,flight_status_inquiry,adjudicated-A,flight_status_inquiry,flight_delay
1531550::cust0::1531550,1531550,2,central,[MENTION] here we go again. Last week delay 1 1/2 hours after landing to get gate. Today AA1086 delayed departure #fail #aafail,flight_delay,agree,flight_delay,flight_delay
1531567::cust0::1531567,1531567,6,known_error,[MENTION] AA just bumped seat for flight tonight from 5A to 20A. I'm Gold #AAdvantage and had that seat selected for weeks. What gives? [MENTION] Seat 5A was a higher priced preferred seat and I was bumped involuntarily. What kind of compensation will you provide?,seat_assignment_change,agree,seat_assignment_change,seat_assignment_change
1533972::cust2::1533969,1533972,7,central,[MENTION] I understand your policy. I'm telling you the policy is flawed when I pay MORE for half a flight. Something that cost you less money.,change_fee_dispute,adjudicated-A,change_fee_dispute,refund_request
1536525::cust0::1536525,1536525,11,known_error,"[MENTION] If I'm in flight to CLT and going to miss my connection by 30 minutes, will I be automatically rebooked for a flight tomorrow?",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_status_inquiry
1536525::cust2::1536522,1536525,8,central,[MENTION] Thanks!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1544463::cust1::1544462,1544463,7,central,"[MENTION] [MENTION] Since youre not traveling as scheduled [MENTION] need to give you a $200 change fee+fare diff, just like they’d demand from you #onlyfair",change_fee_dispute,agree,change_fee_dispute,change_fee_dispute
1562722::cust1::1562717,1562722,11,central,"[MENTION] That would be very sweet, but the flight is long gone. They “rerouted” us (for the 3rd time today) to a flight that was already oversold. 😡😡",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
1573232::cust0::1573232,1573232,7,boundary,"[MENTION] booked ticket with confirmation number NMHFOB, haven't yet received itinerary and receipt confirmation.",flight_status_inquiry,agree,flight_status_inquiry,flight_status_inquiry
1579897::cust0::1579897,1579897,11,random,I have to fly [MENTION] tomorrow instead of [MENTION] &amp; have no status so hello boarding group 6. 😢😢,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
1585599::cust1::1585598,1585599,9,central,[MENTION] Thank you for confirming again [MENTION] 's inability to put customer service first.,service_failure_complaint,adjudicated-A,service_failure_complaint,staff_conduct_complaint
1590160::cust0::1590160,1590160,10,boundary,[MENTION] not a good service day. Late all day due to your own issues but my bags made two hours ago! #GetItTogether,flight_delay,agree,flight_delay,flight_delay
1590773::cust1::1590772,1590773,8,central,[MENTION] Thanks!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1596850::cust0::1596850,1596850,2,central,[MENTION] Flight #3358. Been on he plane for an hour. Been told multiple reasons for the delay. What’s up?,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
1599360::cust0::1599360,1599360,9,random,"[MENTION] So frustrated with/disappointed in your ""service"". CS rep disconnected our call. How do I get a hold of someone who can help?",service_failure_complaint,adjudicated-B,other_non_actionable,service_failure_complaint
1600794::cust2::1600796,1600794,7,central,[MENTION] No thanks! I just wish I never even bothered and now I’m out $600 unless I’d like to spend $400 more. Never had that problem flying [MENTION],refund_request,agree,refund_request,refund_request
1611995::cust1::1611994,1611995,6,boundary,[MENTION] No one was accommodating. #disappointing #AA #OneWorld,service_failure_complaint,adjudicated-A,service_failure_complaint,general_dissatisfaction_venting
1614894::cust0::1614894,1614894,7,boundary,Rather tired of having to drive to airports other than [MENTION] because flights are consistently 3x less elsewhere [MENTION],general_dissatisfaction_venting,adjudicated-B,other_non_actionable,general_dissatisfaction_venting
1624057::cust0::1624057,1624057,0,cross_cluster,#ORD to #SDF [MENTION] Smooth ride [URL],positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
1630672::cust6::1630661,1630672,3,central,[MENTION] Ok,other_non_actionable,adjudicated-A,other_non_actionable,seat_assignment_change
1635441::cust1::1635439,1635441,10,random,[MENTION] Just realized I left my kindle on my flight- I’ve opened a case- hope it’s found.,baggage_delayed_lost,agree,baggage_delayed_lost,baggage_delayed_lost
1644143::cust0::1644143,1644143,0,non_actionable,Hey [MENTION] . Can you update the wireless entertainment? It's been the same since this summer. Thanks #AmericanAirlines #AA,other_non_actionable,adjudicated-A,other_non_actionable,seat_assignment_change
1656282::cust1::1656281,1656282,0,spanish,"[MENTION] se acercó y no nos ayudaron. Les mandé 1 mail preguntando por esos 100 dólares de regalo para volar, pensarán que volaremos de nuevo cn uds?",general_dissatisfaction_venting,adjudicated-A|B,refund_request,general_dissatisfaction_venting
1664944::cust2::1664946,1664944,9,boundary,[MENTION] Rebooking is not the issue. Compensating for a hotel because of your lack of communication is.,service_failure_complaint,adjudicated-B,general_dissatisfaction_venting,service_failure_complaint
1699273::cust1::1699272,1699273,8,non_actionable,[MENTION] Will do thanks,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1700268::cust1::1700267,1700268,8,central,[MENTION] Thanks!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1701232::cust2::1701229,1701232,3,spanish,[MENTION] Ya les escribí por privado y les envié todos los datos de mi vuelo,other_non_actionable,adjudicated-A,other_non_actionable,flight_status_inquiry
1707356::cust3::1707353,1707356,8,central,[MENTION] Thank you!,flight_status_inquiry,adjudicated-A,flight_status_inquiry,other_acknowledgement_thanks
175582::cust0::175582,175582,5,boundary,"Took three flights to get back to New York. Jokes on them, though, I got two free orange juices out of #AmericanAirlines",positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
1785093::cust0::1785093,1785093,0,spanish,"Y es así como [MENTION] arruina mi viaje a NY, gracias por atrasar el vuelo por más de 4 horas ... #AmericanAirlines y su mal servicio !! 😶😖😞😲",flight_delay,agree,flight_delay,flight_delay
1790262::cust0::1790262,1790262,1,boundary,Major fucking fail [MENTION] at #lax right now. No gate? And you have us out in a hot dark plane circling? How about a bus to bring us to the terminal? Instead of us waiting for the brokedown plane in our gate to get fixed. Wow 🤷🏽‍♂️,flight_delay,agree,flight_delay,flight_delay
1790711::cust0::1790711,1790711,6,central,[MENTION] plenty of room on my flight for my bag. Cabin crew and front desk not on the same page. Thanks so much for the inconvenience,forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,baggage_delayed_lost
1790965::cust1::1790964,1790965,3,boundary,[MENTION] Awesome ... THANX! :-),other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
1796487::cust1::1796486,1796487,11,central,[MENTION] Im in a pickle! I cannot take my flight tomorrow! I don't need a refund -just a credit so that I can fly you again. :),refund_request,agree,refund_request,refund_request
1817289::cust0::1817289,1817289,2,random,"Wow [MENTION] , this is not right, 8:30 hrs delayed at Holguín Airport today. We will be arriving tomorrow to our destiny. [URL]",flight_delay,agree,flight_delay,flight_delay
1841796::cust1::1841797,1841796,3,central,[MENTION] [MENTION] Uh oh woah,general_dissatisfaction_venting,adjudicated-BOTH_WRONG,other_non_actionable,flight_delay
1846750::cust0::1846750,1846750,2,central,[MENTION] with 24 hour knowledge the plane for #2375 was 3 hours delayed you might reposition planes to get back on schedule if you cared,flight_delay,agree,flight_delay,flight_delay
1856590::cust0::1856590,1856590,1,cross_cluster,I’ve had American Airlines app on my phone for my flight for about 45 seconds and it froze twice Hope your planes are better [MENTION],service_failure_complaint,agree,service_failure_complaint,service_failure_complaint
185728::cust1::185726,185728,0,random,[MENTION] Glad I scheduled that 1pm meeting.... [URL],flight_delay,agree,flight_delay,flight_delay
1880872::cust1::1880871,1880872,8,non_actionable,[MENTION] I replied.,refund_request,agree,refund_request,refund_request
1882959::cust0::1882959,1882959,2,boundary,[MENTION] I booked Etihad flight with AA miles 2 days ago. Why would it take 7 days to be ticketed?! #frustrated,flight_status_inquiry,agree,flight_status_inquiry,flight_status_inquiry
1932508::cust0::1932508,1932508,1,central,[MENTION] I keep having bad experiences flying with you. I reached out to customer service and nothing has been done. Very frustrating 😡,general_dissatisfaction_venting,adjudicated-B,other_non_actionable,general_dissatisfaction_venting
1940832::cust11::1940829,1940832,10,random,[MENTION] [MENTION] It's the [MENTION] way. Still haven't got my bag refund either.,refund_request,agree,refund_request,refund_request
1966469::cust0::1966469,1966469,10,boundary,Thanks for putting me (Gold) in the wrong boarding group [MENTION] ! Almost had to check in my bag &amp; now It’s all the way in the last row.,seat_assignment_change,adjudicated-B,other_non_actionable,seat_assignment_change
1967372::cust2::1967374,1967372,10,central,"[MENTION] Please do, This is very inconvenient. I have to fly out again in a week and now I don't have luggage.",baggage_delayed_lost,adjudicated-A,baggage_delayed_lost,flight_delay
1970270::cust4::1970273,1970270,11,cross_cluster,[MENTION] [MENTION] [MENTION] [MENTION] I noticed this when I went to book my flight to DEMA! Crazy!,staff_conduct_complaint,adjudicated-A,staff_conduct_complaint,seat_assignment_change
2048688::cust0::2048688,2048688,0,cross_cluster,So what can you do for me [MENTION] ? Can you bump me up a boarding group?I’m waiting for your response.,seat_assignment_change,adjudicated-A,seat_assignment_change,flight_delay
2056126::cust0::2056126,2056126,0,spanish,[MENTION] [MENTION] [MENTION] [MENTION] Yo estaba súper cabreadaaaaaa!!! Quería incluso hasta ya no viajar 🤦🏻‍♀️,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
2070647::cust0::2070647,2070647,10,central,[MENTION] Super disappointed that you had me check luggage despite tons of space on plane. Thx for prolonging my travel for nothing.,forced_gate_check_complaint,agree,forced_gate_check_complaint,forced_gate_check_complaint
2072254::cust0::2072254,2072254,0,spanish,[MENTION] ; vuelo 989 un desastre salió atrasado 2hs y luego no dieron desayuno 🥞 vergüenza!!!! Nunca mas viajo con uds,flight_delay,agree,flight_delay,flight_delay
2105174::cust1::2105173,2105174,8,boundary,"[MENTION] Yeah, missed that connection. Thanks for not getting things squared away.",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_status_inquiry
2108184::cust0::2108184,2108184,10,central,[MENTION] Why were my bags put on the wrong plane? Don’t you scan tags? I need my clothes and medication ASAP. Please help. SNAAA02397401,baggage_delayed_lost,agree,baggage_delayed_lost,baggage_delayed_lost
2118837::cust1::2118836,2118837,8,central,[MENTION] Thank you!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
2122747::cust1::2122746,2122747,8,non_actionable,[MENTION] Thank you. Unfortunately I read your text after I landed. Please take this as a suggestion to update your App.,seat_assignment_change,adjudicated-B,other_non_actionable,seat_assignment_change
2123351::cust0::2123351,2123351,6,random,"[MENTION] , getting rid of the group check-in procedure is incredibly inconvenient for Team travel.",service_failure_complaint,agree,service_failure_complaint,service_failure_complaint
2123361::cust0::2123361,2123361,5,boundary,[MENTION] great job today at #SkyHarbor in Phoenix. Lines moved quickly after the delay. Don't let [MENTION] know I'm flying with you today. I know you are about to break up with each other.,other_non_actionable,adjudicated-A,other_non_actionable,positive_feedback_praise
2135881::cust0::2135881,2135881,3,known_error,[MENTION] would like to know how to avoid this in the future?? Maybe just book directly with [MENTION] ? [MENTION] never had this issue,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
2139159::cust1::2139158,2139159,0,random,"[MENTION] Hey, just realized it’s #WindowSeatWednesday!",other_non_actionable,adjudicated-B,positive_feedback_praise,other_non_actionable
2148629::cust0::2148629,2148629,0,random,"[MENTION] Nina at the customer service desk at terminal F at PHL is a rockstar!! Super helpful, knowledgeable and great attitude. She is a great example for superior service for #AA",positive_feedback_praise,adjudicated-B,other_acknowledgement_thanks,positive_feedback_praise
2158099::cust2::2158095,2158099,8,boundary,[MENTION] PS... my box made it to DC. Thanks for helping out!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
2164794::cust0::2164794,2164794,6,central,"[MENTION] changed my [MENTION] seat by 2 days, without me asking them to, and now expect me to fly 9hrs in a middle seat. Livid and disappointed is an understatement.",seat_assignment_change,adjudicated-A,seat_assignment_change,flight_delay
2164794::cust3::2164801,2164794,3,central,[MENTION] [MENTION] 😬,change_fee_dispute,adjudicated-A,change_fee_dispute,flight_delay
2169408::cust0::2169408,2169408,9,cross_cluster,These [MENTION] employees in #Amarillo have dry curmudgeonly personalities. Especially this one lady who walked passed me and said something rude to me and kept walking #tacky,staff_conduct_complaint,agree,staff_conduct_complaint,staff_conduct_complaint
2174393::cust0::2174393,2174393,11,random,"[MENTION] now has 9 boarding groups. Seems like it’s working. Here’s to my last 20,000 miles in my AA account. [URL]",positive_feedback_praise,adjudicated-B,other_acknowledgement_thanks,positive_feedback_praise
